Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1347724773242130434,vacunapacuando,161,175,MISC,0.9979
1347724773372080129,diegogiuliano,4,17,PER,0.9983
1347724773640400897,bogotá,39,45,LOC,1.0
1347724773640400897,covid19,90,97,MISC,0.9999
1347724773640400897,alertaroja,102,112,MISC,0.8833
1347724773661364224,méxico,87,93,LOC,0.9999
1347724773661364224,tlaxcala,125,133,LOC,1.0
1347724773661364224,cofredeleyendas,154,169,MISC,0.9991
1347724773661364224,spotify,171,178,MISC,0.9992
1347724773661364224,applepodcasts,204,217,MISC,0.9988
1347724773871280130,salud,11,16,ORG,0.8394
1347724774223474689,cruz azul,25,34,ORG,0.9999
1347724774223474689,guard1anes2021,77,91,MISC,0.9998
1347724774223474689,liga mx,98,105,MISC,0.9992
1347724774223474689,estadio corona,112,126,LOC,0.9998
1347724774223474689,santos,145,151,ORG,0.9997
1347724774231867392,zacatecas,0,9,ORG,0.7903
1347724774231867392,gobernador alejandro tello,18,44,PER,0.9999
1347724774231867392,zacatecas,76,85,LOC,1.0
1347724774231867392,paraparlé coronavirus vacuna,87,115,MISC,0.9999
1347724775590817794,zezarhg,4,11,PER,0.9914
1347724775590817794,sars-cov-2,40,50,MISC,0.9997
1347724775590817794,ysin embargo votamos,139,162,MISC,0.8719
1347724776140201989,lahabana,51,59,LOC,0.9999
1347724776140201989,cuba,104,108,LOC,1.0
1347724776140201989,covid19,205,212,MISC,0.9999
1347724776140201989,cubaporlavida,213,226,ORG,0.9895
1347724776140201989,cubaporlasalud,227,241,ORG,0.9973
1347724776140201989,cubasalvavidas,242,256,ORG,0.9889
1347724776358469632,al divino botón,0,15,MISC,0.9979
1347724776358469632,juanmperkins,21,33,PER,0.9961
1347724776358469632,eskenazi,72,80,PER,1.0
1347724776358469632,ypf,89,92,ORG,0.9997
1347724776358469632,vila,115,119,PER,0.9999
1347724776358469632,manzano,122,129,PER,1.0
1347724776358469632,restaurarg,168,178,ORG,0.9626
1347724776362672128,covid19,83,90,MISC,0.9999
