"","Year","Month","Text","Count"
"1",2020,1,"chinese",64841
"2",2020,1,"coronavirus",45638
"3",2020,1,"asian",34381
"4",2020,1,"italian",24281
"5",2020,1,"americans",13116
"6",2020,2,"coronavirus",366794
"7",2020,2,"democrats",90790
"8",2020,2,"americans",67294
"9",2020,2,"chinese",46323
"10",2020,2,"american",32624
"11",2020,4,"covid-19",2039162
"12",2020,4,"coronavirus",1393714
"13",2020,4,"americans",725400
"14",2020,4,"chinese",616423
"15",2020,4,"covid19",263098
"16",2020,5,"covid-19",2626418
"17",2020,5,"coronavirus",1633959
"18",2020,5,"americans",997517
"19",2020,5,"chinese",487901
"20",2020,5,"american",182318
"21",2020,6,"covid-19",2632097
"22",2020,6,"americans",1351406
"23",2020,6,"coronavirus",1214752
"24",2020,6,"covid19",490436
"25",2020,6,"american",251043
"26",2020,7,"covid-19",3123019
"27",2020,7,"americans",1465164
"28",2020,7,"coronavirus",1419507
"29",2020,7,"covid",586880
"30",2020,7,"chinese",313829
"31",2020,8,"covid-19",2375195
"32",2020,8,"americans",1682740
"33",2020,8,"covid",704942
"34",2020,8,"coronavirus",662123
"35",2020,8,"american",365362
"36",2020,9,"covid-19",2522746
"37",2020,9,"americans",1775578
"38",2020,9,"covid",1043430
"39",2020,9,"american",600024
"40",2020,9,"coronavirus",490953
"41",2020,10,"covid-19",3508156
"42",2020,10,"americans",2120472
"43",2020,10,"covid",1400065
"44",2020,10,"coronavirus",556428
"45",2020,10,"american",449031
"46",2020,11,"covid-19",2277469
"47",2020,11,"americans",1358668
"48",2020,11,"covid",1305789
"49",2020,11,"covid19",298476
"50",2020,11,"american",229036
"51",2020,12,"covid-19",2354603
"52",2020,12,"americans",1763414
"53",2020,12,"covid",1723070
"54",2020,12,"american",591048
"55",2020,12,"republicans",339390
"56",2021,1,"covid-19",2246015
"57",2021,1,"covid",1229499
"58",2021,1,"americans",878947
"59",2021,1,"covid19",544381
"60",2021,1,"republicans",178449
"61",2021,2,"covid-19",1478263
"62",2021,2,"covid",1212911
"63",2021,2,"americans",721734
"64",2021,2,"republicans",392295
"65",2021,2,"covid19",295984
"66",2021,3,"covid-19",2075994
"67",2021,3,"covid",1632125
"68",2021,3,"americans",780465
"69",2021,3,"republicans",622774
"70",2021,3,"covid19",276596
