"","Year","Month","Text","Count"
"1",2020,2,"oms",6855
"2",2020,2,"noestoyperdon",6423
"3",2020,2,"china",6385
"4",2020,2,"imss",3805
"5",2020,2,"espanabizarra",2421
"6",2020,4,"gobierno",235304
"7",2020,4,"oms",164740
"8",2020,4,"china",157608
"9",2020,4,"eeuu",42614
"10",2020,4,"vox",37002
"11",2020,5,"gobierno",220823
"12",2020,5,"oms",147271
"13",2020,5,"china",67870
"14",2020,5,"covid",47354
"15",2020,5,"cnnee",33310
"16",2020,6,"gobierno",240386
"17",2020,6,"oms",212790
"18",2020,6,"covid",103830
"19",2020,6,"hlgatell",87176
"20",2020,6,"inglaterra",21610
"21",2020,7,"oms",115357
"22",2020,7,"gobierno",75588
"23",2020,7,"covid",65710
"24",2020,7,"hlgatell",64013
"25",2020,7,"china",27653
"26",2020,8,"covid",127505
"27",2020,8,"gobierno",99313
"28",2020,8,"mippcivzla",98335
"29",2020,8,"gnb",51003
"30",2020,8,"oms",50025
"31",2020,9,"gobierno",160729
"32",2020,9,"mippcivzla",142745
"33",2020,9,"covid",126036
"34",2020,9,"oms",37961
"35",2020,9,"vtvcanal8",32347
"36",2020,10,"mippcivzla",132947
"37",2020,10,"covid",127569
"38",2020,10,"oms",116348
"39",2020,10,"gobierno",115392
"40",2020,10,"venezuela",31614
"41",2020,11,"mippcivzla",196273
"42",2020,11,"covid",114826
"43",2020,11,"pfizer",96209
"44",2020,11,"gobierno",85831
"45",2020,11,"oms",42461
"46",2020,12,"mippcivzla",457779
"47",2020,12,"pfizer",142768
"48",2020,12,"gobierno",141872
"49",2020,12,"vtvcanal8",81716
"50",2020,12,"covid",58121
"51",2021,1,"mippcivzla",607647
"52",2021,1,"vtvcanal8",364873
"53",2021,1,"covid",207008
"54",2021,1,"gobierno",83961
"55",2021,1,"venezuela",64533
"56",2021,2,"mippcivzla",435091
"57",2021,2,"vtvcanal8",214932
"58",2021,2,"oms",125647
"59",2021,2,"covid",100420
"60",2021,2,"hlgatell",80076
"61",2021,3,"mippcivzla",762952
"62",2021,3,"vtvcanal8",497084
"63",2021,3,"covid",108624
"64",2021,3,"gnb",93977
"65",2021,3,"gobierno",70183
