"","Year","Month","Text","Count"
"1",2020,2,"pauletta",7520
"2",2020,2,"lopezobrador",2793
"3",2020,2,"leonor",2428
"4",2020,2,"amlo",2290
"5",2020,2,"eileenornot",2236
"6",2020,4,"trump",100006
"7",2020,4,"covid",77787
"8",2020,4,"alfredodelmazo",53001
"9",2020,4,"nicolasmaduro",34019
"10",2020,4,"sánchez",22800
"11",2020,5,"covid",134508
"12",2020,5,"alfredodelmazo",72344
"13",2020,5,"trump",39381
"14",2020,5,"lopezobrador",37760
"15",2020,5,"nicolasmaduro",27599
"16",2020,6,"covid",277477
"17",2020,6,"lopezobrador",115215
"18",2020,6,"grierboludo",43811
"19",2020,6,"nicolasmaduro",39588
"20",2020,6,"coronavirus",38554
"21",2020,7,"covid",188144
"22",2020,7,"nicolasmaduro",96185
"23",2020,7,"bolsonaro",40365
"24",2020,7,"trump",40190
"25",2020,7,"jair bolsonaro",32906
"26",2020,8,"covid",239133
"27",2020,8,"nicolasmaduro",122358
"28",2020,8,"putin",34409
"29",2020,8,"lopezobrador",28788
"30",2020,8,"darío vivas",19313
"31",2020,9,"covid",243437
"32",2020,9,"nicolasmaduro",154801
"33",2020,9,"ayuso",60354
"34",2020,9,"trump",29471
"35",2020,9,"manuelbartual",17313
"36",2020,10,"covid",233521
"37",2020,10,"trump",157651
"38",2020,10,"nicolasmaduro",73374
"39",2020,10,"sánchez",36361
"40",2020,10,"cristiano ronaldo",26285
"41",2020,11,"covid",210390
"42",2020,11,"nicolasmaduro",97983
"43",2020,11,"trump",43573
"44",2020,11,"mippcivzla",40489
"45",2020,11,"nyscalo",32806
"46",2020,12,"covid",254613
"47",2020,12,"nicolasmaduro",174046
"48",2020,12,"mippcivzla",112598
"49",2020,12,"armando manzanero",36031
"50",2020,12,"alvaradoc",23665
"51",2021,1,"covid",471356
"52",2021,1,"nicolasmaduro",356101
"53",2021,1,"mippcivzla",154535
"54",2021,1,"lopezobrador",66552
"55",2021,1,"amlo",60808
"56",2021,2,"covid",267657
"57",2021,2,"nicolasmaduro",241461
"58",2021,2,"mippcivzla",104536
"59",2021,2,"lopezobrador",53059
"60",2021,2,"ibaillanos",34361
"61",2021,3,"nicolasmaduro",504457
"62",2021,3,"covid",363827
"63",2021,3,"mippcivzla",324999
"64",2021,3,"alfredodelmazo",40268
"65",2021,3,"maduro",35384
